Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,PPI,HDMI,WiFi,Inbuilt Microphone,Bluetooth,SSD Interface,Keyboard,Microphone In,Speakers,Keyboard Backlit,Anti Glare Screen,GPU,Model,Series,Size,Warranty,Device Type,Touch,Processor,Resolution,OS,Battery,Features,Generation,RAM,Optical Drive,Adapter Type,Solid State Drive,Cache,Battery Details,Dimensions,Touchpad,Headphone Jack,Camera,Speed,RAM Bus Speed,Cores,Sales Package,Weight,Security Lock Port,Brand,Utility,USB Ports,Process Node,Ethernet,Type,Price
4.5,69,2,201,481,1049,2352,~ 141PPI,1 x HDMI 2.1 Port,Realtek Wi-Fi 6 (2x2),Integrated Dual Array Digital Microphones,v5.2,No,"Full-size, backlit, natural silver keyboard with numeric keypad, Yes",Yes,Dual speakers,Yes,No,AMD Radeon Graphics,15-eh2024AU,Pavilion,15.6inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 5  5625U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Brightness: 250 nits, Color Gamut: 45%NTSC",5th Gen,16GB DDR4,No,No,512GB,16MB,No,360x234x17.9mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,3200MHz,"Hexa Core, 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.75kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 2.0",No,No,IPS,"57,890"
4.25,103,2,31,447,607,2352,~ 141PPI,1 x HDMI Port,802.11 b/g/n/ax,Dual array Far-Field Microphone,v5,NVMe,Standard Notebook Keyboard,Yes,Stereo Speakers,No,Yes,NVIDIA T600,21D8S05G00,P15v,15.6inches,1year Warranty,Netbook,No,12th Gen Intel Core i7 12700H,1920x1080pixels,Windows 11 Professional (64-bit),6 Cell Battery,"Full HD LED Backlit IPS Display, 300 nits, 45% NTSC",12th Gen,32GB DDR5,No,No,1TB,24MB,No,No,with Multi-touch Gesture Support,Yes,Yes,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,4800MHz,"14 Cores (6P + 8E), 20 Threads","\u200eLaptop , Adaptor & User Manuals",2.22kg,No,Intel,Everyday Use,"1 x USB Type-C, 2 x USB 3.0",10 nm,Yes,LED,"52,994"
4.15,155,2,95,447,943,2352,~ 243PPI,1 x HDMI Port,Wi-Fi 6E(802.11ax) Dual band) 2*2,Yes,v5,NVMe PCIe Gen3,Backlit Chiclet Keyboard,Yes,Built-in Speakers,Yes,Yes,AMD Radeon AMD,UM3402YA-KM541WS,Zenbook 14 OLED (2023),14inches,1year Onsite Warranty,Ultrabook,No,7th Gen AMD Ryzen 5 7530U,2880x1800pixels,Windows 11 Home (64-bit),No,"600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display",7th Gen,16GB LPDDR4X,No,No,512GB,16MB,No,313.6x220.6x16.9mm,Yes,Yes,Yes,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,4266MHz,"Hexa Core, 12 Threads","Laptop, battery, power adapter, user guide",1.35kg,No,AMD,Performance,"2 x USB Type-C, 1 x USB 3.0",No,No,OLED,"55,990"
3.85,66,3,347,447,1708,2352,~ 141PPI,1 x HDMI 2.1 Port,Realtek 6 (2x2),Built-in Dual Array Digital Microphones,v5.3,NVMe,"Full-size, soft grey keyboard with numeric keypad",Yes,Built-in Dual Speakers,No,Yes,Intel Iris Xe Graphics,15-fd0021TU,Core i5,15.6inches,1year Onsite Warranty,Ultrabook,No,13th Gen Intel Core i5 1335U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Brightness: 250 nits, Color Gamut: 45%NTSC",13th Gen,8GB DDR4,No,No,512GB,12MB,41 Wh Li-ion Battery,358x242x19.9mm,Yes,Yes,HP Wide Vision 720p HD camera,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,No,"10 Cores (2P + 8E), 12 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.6kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",10nm,No,No,"55,200"
4.45,173,3,397,481,1684,2352,~ 166PPI,1 x HDMI Port,Wi-Fi 6E AX211 2x2,Yes,v5.2,No,No,Yes,Dual speakers,Yes,Yes,Intel Iris X Graphics,13-bf0078TU,Envy x360,13.3inches,1year Warranty,2 In 1,Yes,12th Gen Intel Core i5 1230U,1920x1080pixels,Windows 11 Home (64-bit),"20.5Wh, 4 Cell Battery","60 Hz, Low Blue Light, SDR 400 nits, HDR 500 nits, 100% DCI-P3",12th Gen,8GB LPDDR4x,No,65 W USB Type-C power adapter,512GB,12MB,20.5WHrs Li-ion,298x220.4x16.9mm,Yes,Yes,"Yes, 5MP",2 x (Turbo Speed upto 4.4GHz) Performance Cores  8 x (Turbo Speed upto 3.3GHz) Efficient Cores,4266MHz,"10 Cores (2P + 8E), 12 Threads","Laptop, Power Adapter",1.36kg,No,Intel,"Business, Performance","2 x USB Type-C, 1 x USB 3.0",No,No,IPS,"57,790"
4.65,59,2,30,231,125,2352,~ 112PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Intel Integrated,240 G8,Core i5,14inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1366x768pixels,DOS,No,No,11th Gen,8GB DDR4,No,No,512GB,8MB,No,No,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, AC Adapter, User Guide, Manuals",No,No,Intel,Performance,2 x USB 3.0,No,Yes,LED,"1,60,990"
4.2,65,2,104,270,756,2352,~ 112PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Intel Integrated,240 G8,Core i5,14inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1366x768pixels,Windows 10 Pro (64-bit),No,No,11th Gen,8GB DDR4,No,No,No,8MB,No,No,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, AC Adapter, User Guide, Manuals",No,No,Intel,Performance,2 x USB 3.0,No,No,LED,"84,990"
4.15,75,3,368,453,1571,2352,~ 157PPI,1 x HDMI Port,Yes,Built-in Dual Array Digital Microphones,Yes,No,"Full-size, backlit, Natural Silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,No,Intel Integrated Iris Xe,14-ek0072TU,Pavilion x360,14inches,1year Onsite Warranty,Ultrabook,Yes,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),No,"IPS edge-to-edge glass, micro-edge, Brightness: 150 nits 157 ppi, Color Gamut: 45% NTSC",12th Gen,16GB DDR4,No,No,512GB,12MB,No,325x216x17mm,Yes,No,"Yes, 5MP",2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"10 Cores (2P + 8E), 12 Threads","Laptop, Power Adaptor, User Guide, HP Rechargeable MPP2.0 Tilt Pen, Warranty Documents",1.41kg,No,Intel,"Everyday Use, Business, Performance","1 x USB Type-C, 2 x USB 3.0",10 nm,No,Full HD,"63,990"
4.55,68,2,185,292,1025,2352,~ 162PPI,1 x HDMI 1.4b Port,"11ac, 2x2)",Built-in Dual Array Microphones,v5,No,"Backlit English Keyboard, Yes",Yes,Built-in Speaker,Yes,Yes,AMD Radeon,IdeaPad Flex 5 82R90068IN,IdeaPad Flex 5,14inches,1year Onsite Warranty,Hybrid,Yes,5th Gen AMD Ryzen 7 5700U,1920x1200pixels,Windows 11 Home (64-bit),52.5Wh Battery,"Full HD IPS Glossy Display (250nits Brightness, 45% NTSC Color Gamut)",5th Gen,16GB DDR4,No,USB-C AC Adapter,512GB,8MB,No,313x225x17.9mm,Yes,Yes,Yes,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,4266MHz,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide",1.55kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,IPS,"80,990"
4.65,82,3,466,481,2045,2352,~ 157PPI,1 x HDMI 1.4 Port,IEEE 802.11a/b/g/n/ac,2 x Array Microphone,v5,No,Non-backlit English Keyboard,Yes,Stereo Speakers,No,Yes,Intel UHD Graphics,IdeaPad 3 81X700ECIN,IdeaPad 3,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),No,No,11th Gen,8GB DDR4,No,No,256GB,6MB,No,327x241x19.9mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,2666MHz,"Dual Core, 4 Threads",No,1.5kg,No,Intel,Everyday Use,"2 x USB 3.0, 1 x USB 2.0",No,No,IPS Screen,"59,000"
4.4,55,3,431,447,2097,2352,~ 255PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,Dual speakers,Yes,Yes,Intel Iris X Graphics,13-bf0058TU,Envy x360,13.3inches,1year Warranty,Ultrabook,Yes,12th Gen Intel Core i5 1230U,2880x1800pixels,Windows 11 Home (64-bit),4 Cell Battery,"Low Blue Light, SDR 400 nits, HDR 500 nits, 100% DCI-P3",12th Gen,16GB LPDDR4x,No,65 W USB Type-C power adapter,512GB,12MB,No,298x220.4x16.9mm,Yes,Yes,Yes,10 x (Turbo Speed upto 4.4GHz) Cores,4266MHz,"10 Cores, 12 Threads","Laptop, Power Adapter",1.36kg,No,Intel,"Business, Performance","2 x USB Type-C, 1 x USB 3.0",No,No,OLED,"55,490"
4.25,137,2,144,332,861,2352,~ 141PPI,1 x HDMI 2.1 Port,Wi-Fi 6(802.11ax),Built-in Dual Array Digital Microphones,v5.3,NVMe,"Full-size, backlit soft grey keyboard with numeric keypad, Yes",Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated Integrated,15-fd0024TU,Core i7,15.6inches,1year Onsite Warranty,Ultrabook,No,13th Gen Intel Core i7 1360P,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","Brightness: 250 nits, Color Gamut: 45%NTSC",13th Gen,16GB DDR4,No,No,512GB,18MB,41 Wh Li-ion Battery,358x242x19.9mm,Yes,Yes,HP Wide Vision 720p HD camera,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores  8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,No,"12 Cores (4P + 8E), 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.6kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",10 nm SuperFin,No,No,"77,070"
4.45,88,2,11,332,336,2352,~ 157PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,Dual Speakers,No,Yes,AMD Integrated SoC,Inspiron 7415,Inspiron,14inches,1year Warranty,Netbook,Yes,5th Gen AMD Ryzen 5 5500U,1920x1080pixels,Windows 10 (64-bit),4 Cell Battery,No,5th Gen,8GB DDR4,No,No,512GB,8MB,No,321x211x18mm,Yes,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, Manual, Battery, Adapter, Charger, Active Pen",1.5kg,No,AMD,Everyday Use,"1 x USB Type-C, 2 x USB 3.0",No,No,LED,"76,860"
4.05,146,3,215,319,1954,2352,~ 157PPI,1 x HDMI 1.4 Port,802.11ac 1x1 WiF,Yes,v5.1,NVMe,No,Yes,Built-in Speakers,Yes,Yes,AMD Radeon Graphics,M552321WIN9S,Vostro 3425,14inches,1year Onsite Warranty,Netbook,No,5th Gen AMD Ryzen 5 5625U,1920x1080pixels,Windows 11 (64-bit),"41Wh, 3 Cell Battery",60 Hz,5th Gen,16GB DDR4,No,No,512GB,16MB,\u200e41 Watt Hours,323x219x19.9mm,Yes,Yes,Yes,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,3200MHz,"Hexa Core, 12 Threads",No,1.48kg,Yes,AMD,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,10/100/1000 Mbps,IPS Screen,"34,999"
4.55,89,2,181,310,861,2352,~ 157PPI,1 x HDMI 2.0 Port,801.11ac,Yes,Yes,No,No,Yes,No,No,Yes,NVIDIA GeForce MX350,Inspiron 7400,Inspiron,14inches,No Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 (64-bit),4 Cell Battery,No,11th Gen,8GB LPDDR4x,No,No,512GB,8MB,No,280x230x20mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,4267MHz,"Quad Core, 8 Threads",No,No,No,Intel,"Business, Performance","1 x USB Type-C, 2 x USB 3.0",No,No,No,"95,490"
4.45,97,2,168,315,854,2352,~ 157PPI,1 x HDMI 2.0 Port,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Built-in Dual Array Microphone,v5,No,"Full-size, backlit, natural silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,No,Intel Iris Xe,"14-dv1001TU, 14-dv1001TU",Pavilion,14inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1155G7,1920x1080pixels,Windows 11 Home (64-bit),"43Wh, 3 Cell Battery","Micro-edge, Brightview, Brightness: 250nits, 157 pppi, Color Gamut: 45%NTSC",11th Gen,16GB DDR4,No,No,512GB,8MB,No,325x216x17mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1.41kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 2.0",10nm SuperFin,No,"Full HD, IPS,","91,141"
4.4,368,2,163,453,954,2352,~ 157PPI,1 x HDMI 1.4 Port,802.11ac 2x2 Wi-Fi,Yes,v5,No,Hindi Keyboard,Yes,Yes,No,Yes,Intel Integrated Iris Xe,"V14 ITL G2, V14 ITL Gen 2",V14,14inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 Home (64-bit),2 Cell Battery,Full HD TN LED Display,11th Gen,8GB DDR4,No,No,512GB,8MB,No,324.2x215.2x19.9mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.6kg,No,Intel,Performance,"1 x USB 3.0, 1 x USB 2.0",No,No,LED,"64,490"
4.45,60,2,70,481,718,2352,~ 157PPI,1 x HDMI 2.1 Port,Yes,Integrated Dual Array Digital Microphones,v5.2,No,"Full-size, Natural Silver Keyboard",Yes,Dual Speakers,Yes,No,AMD Radeon Graphics,Pavilion 15-eh2018AU,Pavilion,15.6inches,1year Warranty,No,No,5th Gen AMD Ryzen 5 5625U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Micro-edge, BrightView, 250 nits, 45% NTSC",5th Gen,8GB DDR4,No,65 W Smart AC power adapter,512GB,16MB,No,360x234x17.9mm,Precision Touchpad Support,Yes,Yes,6 x (Turbo Speed upto 4.3GHz) Cores,3200MHz,"Hexa Core, 12 Threads",No,1.75kg,No,AMD,No,"1 x USB Type-C, 2 x USB 3.0",No,No,IPS,"59,990"
4.6,137,3,237,376,1708,2352,~ 157PPI,1 x HDMI 1.4 Port,802.11ac,Built-in Microphone,v5,No,"English International , Yes",Yes,Built-in Speaker,Yes,Yes,NVIDIA GeForce MX330,Vostro 3400,Vostro,14inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,Full HD WVA AG Narrow Border,11th Gen,16GB DDR4,No,No,512GB,8MB,No,328x239x18.1mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,2666MHz,"Quad Core, 8 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.59kg,Kensington Lock Port,Intel,"Everyday Use, Performance",2 x USB 3.0,No,Available,Full HD,"68,999"
4.35,903,3,399,481,1694,2352,~ 170PPI,1 x HDMI 2.1 Port,Realtek Wi-Fi 6 (2x2),Yes,v5.2,NVMe,"Full-size, Natural Silver keyboard, Yes",Yes,Build-in Dual Speakers,Yes,Yes,AMD Radeon AMD,13-be2047AU,Pavilion Aero (2023),13.3inches,1year Onsite Warranty,Ultrabook,No,7th Gen AMD Ryzen 7 7735U,1920x1200pixels,Windows 11 Home (64-bit),"43Wh, 3 Cell Battery","Brightness: 400 nits, 170 ppi, Color Gamut: 100% sRGB",7th Gen,16GB LPDDR5,No,65 W Smart AC power adapter,1TB,16MB,43 Wh Li-ion polymer,309x205x16.9mm,Yes,Yes,HP Wide Vision 720p HD,8 x 2.7GHz (Turbo Speed upto 4.75GHz) Cores,3200MHz,"Octa Core, 16 Threads","Laptop, battery, power adapter, user guide",970g,No,AMD,Performance,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",TSMC 6nm FinFET,No,IPS,"62,490"
4.7,111,3,346,447,1696,2352,~ 157PPI,1 x HDMI 2.1 Port,Yes,Integrated Dual Array Digital Microphones,v5.2,No,"Full-size, Natural Silver Keyboard With Numeric Keypad",Yes,Dual speakers,Yes,Yes,Intel Iris Xe Graphics,Pavilion 14-dv2041TU,Pavilion,14inches,1year Warranty,Netbook,No,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),3 Cell Battery,"Micro-edge, BrightView, 250 nits, 45% NTSC",12th Gen,16GB DDR4,No,65 W Smart AC power adapter,512GB,12MB,No,325x216.6x17mm,Yes,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"10 Cores (2P + 8E), 12 Threads",No,1.41kg,Kensington Nano Security Lock Slot,Intel,"Business, Performance","1 x USB Type-C, 2 x USB 3.0",10 nm,No,IPS,"54,999"
4.25,654,3,250,447,1383,2352,~ 112PPI,1 x HDMI Port,802.11b/g/n/ac Wireless LAN,Built-in Dual Microphones,v4.2,No,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,Yes,Two built-in Speakers,No,No,AMD Radeon Graphics,"Z2-493, UN.431SI.146",Ryzen 3,14inches,1year Onsite Warranty,Ultrabook,No,3rd Gen AMD Ryzen 3  3250U,1366x768pixels,Windows 11 Home (64-bit),3 Cell Battery,No,3rd Gen,8GB DDR4,No,No,256GB,4MB,No,325.9x226.9x20.9mm,Multi-touch Gesture Support,No,HD Webcam,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.5kg,Security Lock Slot,AMD,"Everyday Use, Business, Performance","1 x USB Type-C, 2 x USB 3.0",No,Gigabit Ethernet,"HD, Acer ComfyView LED-backlit TFT LCD","54,490"
4.2,121,2,175,481,1038,2352,~ 157PPI,1 x HDMI v1.4b Port,Wi-Fi 6 11AX (2x2),Dual Array Microphone,v5.1,NVMe PCIe Gen3,"Standard English , Yes",Yes,Built-In Dual Stereo Speakers,Yes,Yes,\u200eIntel UHD Graphics,82RJ0040IN,Ideapad Slim 3,14inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i3 1215U,1920x1080pixels,Windows 11 Home (64-bit),"45Wh, 3 Cell Battery",300nits,12th Gen,8GB DDR4,No,65W Round Tip,512GB,10MB,45Wh,324.2x215.7x19.9mm,Yes,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"Hexa Core (2P + 4E), 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.43kg,No,Intel,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",10 nm,No,IPS,"61,948"
4.3,102,2,87,292,643,2352,~ 157PPI,1 x HDMI Port,802.11AC 2x2,Yes,v5,No,No,Yes,Built-in Speakers,No,Yes,AMD Radeon AMD,"E41-55, E41-55",Athlon,14inches,1 Year Onsite Warranty,Ultrabook,No,3rd Gen AMD Athlon  3050U,1366x768pixels,DOS,No,No,3rd Gen,4GB DDR4,No,No,No,4MB,No,330x230x19.9mm,Yes,Yes,Yes,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,No,"Dual Core, 2 Threads","Laptop, User manual, Adapter",1.59kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,Yes,HD Display,"77,990"
4.2,393,2,256,453,1205,2352,~ 157PPI,1 x HDMI 2.0 Port,MediaTek Wi-Fi 6 MT7921 (2x2),Integrated Dual Array Digital Microphones,v5.2,No,"Full-size, backlit, natural silver keyboard, Yes",Yes,Built-in Dual Speakers,Yes,No,Intel Integrated Iris Xe,14-dv1029TU,Pavilion,14inches,1year Onsite Warranty,Ultrabook,No,11th Gen Intel Core i7 1195G7,1920x1080pixels,Windows 11 Home (64-bit),"43Wh, 3 Cell Battery",No,11th Gen,16GB DDR4,No,No,1TB,12MB,No,325x216x17mm,HP Imagepad with Multi-touch Gesture Support,Yes,Yes,4 x 2.9GHz (Turbo Speed upto 5GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1.41kg,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC","65,100"
4.05,484,3,3,53,1919,2352,~ 157PPI,1 x HDMI Port,Yes,In-Built,v5,NVMe,Standard notebook keyboard,Yes,In-Built,No,Yes,AMD Radeon Graphics,E41-55,E41-55,14inches,1year Warranty,Netbook,No,3rd Gen AMD Athlon Silver 3050U,1920x1080pixels,Windows 11 (64-bit),45Wh Battery,No,3rd Gen,8GB DDR4,No,No,256GB,4MB,45 WHrs Li-ion,320x220x19.9mm,Yes,Yes,Yes,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,No,"Dual Core, 2 Threads","Main Unit, Charging Cable, Charging Adapter",1.59kg,Yes,AMD,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,Yes,LED,"26,990"
4,154,3,63,345,1468,2352,~ 157PPI,1 x HDMI Port,11AC (2x2),in-built Microphone,v5,No,No,Yes,in-built Speakers,No,Yes,Intel Integrated UHD,82KAA057IH,V14,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 11 Home (64-bit),No,No,11th Gen,8GB DDR4,No,No,256GB,6MB,No,324.2x215.2x19.9mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Power Adaptor",1.5kg,Kensington lock slot,Intel,"Everyday Use, Business","1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,RJ45,No,"40,990"
4.45,122,3,13,36,2165,2352,~ 157PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,No,Intel UHD Graphics,INBook X1 Pro,INBook,14inches,1year Warranty,Netbook,No,10th Gen Intel Core i3 1005G1,1920x1080pixels,Windows 10 Home (64-bit),No,No,10th Gen,8GB DDR4,No,65W Charging Adapter,256GB,4MB,No,No,Yes,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 3.4GHz) Cores,No,"Dual Core, 4 Threads",No,1.48kg,No,Intel,Everyday Use,"1 x USB Type-C, 2 x USB 3.0, 2 x USB 2.0",No,No,No,"18,980"
4.45,91,2,134,270,857,2352,~ 189PPI,1 x HDMI 1.4b Port,"11ac, 2x2",Built-in Dual Array Microphone,v5.1,No,"Backlit, English, Yes",Yes,Stereo speakers,Yes,Yes,AMD Radeon AMD,"14ACN6, 14ACN6",Ideapad 5 Pro,14inches,1year Warranty,Ultrabook,No,5th Gen AMD Ryzen 7  5800U,2240x1400pixels,Windows 11 Home (64-bit),No,No,5th Gen,16GB DDR4,No,No,512GB,16MB,No,312.2x221x15.99mm,Yes,No,Yes,8 x 1.9GHz (Turbo Speed upto 4.4GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",1.38kg,No,AMD,Performance,"1 x USB 3.0, 2 x USB 2.0",No,No,"2.2K, IPS Display, 300nits, 60 Hz, 100% sRGB","83,690"
4.05,129,3,2,36,1840,2352,~ 141PPI,No,802.11 a/b/g/n/ac,Built-in Microphone,v5,No,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",Yes,Built-in Speakers,No,No,Intel Iris Xe,A315-58,Core i5,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),2 Cell Battery,Full HD Acer ComfyView LED-backlit TFT LCD Display,11th Gen,8GB DDR4,No,No,512GB,8MB,No,363x238x19.9mm,"Multi-gesture secure , supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; Fingerprint application commands",Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads",No,1.7kg,No,Intel,Everyday Use,1 x USB 2.0,No,No,LED,"19,990"
3.95,103,3,225,345,1964,2352,~ 141PPI,1 x HDMI v2.0b Port,Yes,Built-in array microphone,Yes,No,"RGB Backlit Chiclet English Keyboard, Yes",Yes,Built in Speakers,Yes,Yes,NVIDIA GeForce GTX 1650,FX506LH-HN258T,TUF Gaming F15,15.6inches,1year Onsite Warranty,Netbook,No,10th Gen Intel Core i5 10300H,1920x1080pixels,Windows 10 Home (64-bit),3 Cell Battery,"Full HD LED Backlit, IPS Display (250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB)",10th Gen,8GB DDR4,No,150 W AC Adapter,512GB,8MB,No,359x256x24.9mm,Precision Touchpad with Multi-Gesture Support,Yes,Yes,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,2933MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",2.3kg,Kensington Lock Port,Intel,"Gaming, Performance","1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",No,10/100/1000,LED,"38,999"
4.1,109,3,254,260,2249,2352,~ 141PPI,1 x HDMI 2.1 Port,MediaTek Wi-Fi 6 MT7921 2x2,Yes,Yes,No,"Orange, Yes",Yes,Yes,Yes,No,NVIDIA GeForce RTX 3050,"G15-5525, G15-5525",Ryzen 5,15.6inches,1year Onsite Warranty,Netbook,No,6th Gen AMD Ryzen 5  6600H,1920x1080pixels,"Windows 11 Home, Windows 11 (64-bit)","56Wh, 3 Cell Battery",No,6th Gen,16GB DDR5,No,No,512GB,16MB,No,357x272x26.9mm,Yes,No,Yes,6 x (Turbo Speed upto 4.5GHz) Cores,4800MHz,"Hexa Core, 12 Threads","Laptop, Battery, Adapter, Cables And User manuals",2.51kg,Kensington Lock Port,AMD,"Gaming, Performance","1 x USB Type-C, 3 x USB 3.0",No,Yes,FHD WVA AG 120Hz 250 nits Narrow Border,"47,999"
